College Name,Accepted Skills,Projects
Shri Ernakulam,CI/CD | Express | GCP | Kotlin | Kubernetes | PostgreSQL | React | Storybook | scikit-learn,Forum Platform | Gesture Recognition | Memory Allocator Demo | Regex Visualizer | Social Graph Analyzer
Shri Faridabad,Agile | CI/CD | Git | OpenCV | Redis | Storybook,Blog CMS | Expense Splitter | Gesture Recognition | IoT Sensor Monitor | News Aggregator | Stock Price Tracker
Shri Gurugram,Agile | Django | GCP | Git | Go | Node.js | NumPy | PostgreSQL | Socket.IO | Swift,Blockchain Wallet Demo | Chat App | E-Commerce Site | Image Classifier | Smart Attendance | Social Graph Analyzer | Spam Filter
Shri Guwahati,AWS | GCP | Git | Kafka | Rust | TensorFlow,Code Editor Lite | E-Commerce Site | File Sharing Service | Gesture Recognition | Handwriting OCR | IoT Sensor Monitor
Shri Gwalior,FastAPI | GCP | Kafka | Kotlin | Socket.IO,Blog CMS | DB Index Visualizer | Edge Caching Simulator | Fitness Tracker | Forum Platform | IoT Sensor Monitor | Spam Filter
Shri Hubballi,GCP | GraphQL | Kafka | Kubernetes | Linux | MongoDB | PostgreSQL | Socket.IO,Face Detection Tool | Job Portal | Portfolio Website | Scheduling System | Social Graph Analyzer
Shri Hyderabad,Azure | Docker | GCP | Matplotlib | Redis | Rust | Tailwind CSS,Blockchain Wallet Demo | DB Index Visualizer | Fitness Tracker | Job Portal | Map Routing App | Traffic Simulation
Shri Indore,Agile | FastAPI | Flask | MongoDB | RabbitMQ | TDD,AR Ruler | Anomaly Detector | Blog CMS | Face Detection Tool | File Sharing Service | Stock Price Tracker | Todo API
Shri Jabalpur,Azure | Java | Kubernetes | PostgreSQL | RabbitMQ | React | TDD | Tailwind CSS | scikit-learn,Compiler Tiny | File Sharing Service | Handwriting OCR | Image Classifier | IoT Sensor Monitor
Shri Jaipur,Agile | FastAPI | Git | GraphQL | Kotlin | Pandas | PostgreSQL | React | Socket.IO,AR Ruler | Chat App | Forum Platform | Map Routing App | Network Packet Sniffer | URL Shortener | VR Gallery
Shri Jodhpur,Azure | Node.js | OpenCV | PostgreSQL | PyTorch | Python | Socket.IO | Terraform,Chat App | Face Detection Tool | Quiz App | Search Engine Mini | Smart Attendance
Shri Kochi,Agile | Azure | Bash | Docker | Kotlin | Python | RabbitMQ | React | Rust,Chat App | Handwriting OCR | Note Taking App | Portfolio Website
Shri Kolkata,Go | Pandas | PostgreSQL | Python | RabbitMQ | Tailwind CSS | Terraform,DB Index Visualizer | E-Commerce Site | Search Engine Mini | Sentiment Analyzer | Social Graph Analyzer | Spam Filter
Shri Kozhikode,Agile | Bash | C++ | CI/CD | Django | Kotlin | Node.js | Redis | Storybook | scikit-learn,Course Planner | Fraud Detection | Map Routing App | Note Taking App | Stock Price Tracker
Shri Lucknow,AWS | CI/CD | Pandas | PyTorch | Storybook | Tailwind CSS,Expense Splitter | Fitness Tracker | Fraud Detection | Log Parser | Recommendation Engine | Spam Filter | URL Shortener
Shri Madurai,Azure | C | Kafka | MongoDB | React | Swift | TDD,DB Index Visualizer | Expense Splitter | Face Detection Tool | Job Portal
Shri Mumbai,AWS | Django | Docker | Git | Go | Java | Kafka | Kotlin | PostgreSQL | PyTorch,Blockchain Wallet Demo | Forum Platform | Image Classifier | Map Routing App
Shri Mysuru,Docker | Elasticsearch | Flask | Pandas | PostgreSQL | PyTorch | RabbitMQ | Tailwind CSS | TensorFlow,Compiler Tiny | Event Ticketing | Network Packet Sniffer | Sentiment Analyzer | Speech-to-Text | Todo API
Shri Nagpur,AWS | C++ | Elasticsearch | GCP | GraphQL | PostgreSQL | Python | RabbitMQ | Rust,Gesture Recognition | Map Routing App | Quiz App | Stock Price Tracker | URL Shortener | VR Gallery
Shri Noida,C++ | CI/CD | Express | FastAPI | NumPy | Pandas | PyTorch | Socket.IO | Tailwind CSS | scikit-learn,Anomaly Detector | Job Portal | Social Graph Analyzer | Stock Price Tracker
Shri Ongole,Azure | C | Elasticsearch | Express | Go | Kotlin | Matplotlib | Rust | Swift,Anomaly Detector | Code Editor Lite | Fitness Tracker | Memory Allocator Demo | Quiz App | Todo API
Shri Patna,AWS | C | GCP | RabbitMQ | Socket.IO | Storybook | TDD | TensorFlow,News Aggregator | Stock Price Tracker | URL Shortener | VR Gallery
Shri Pune,Azure | C | CI/CD | Flask | Git | OpenCV | PostgreSQL | TDD,Handwriting OCR | Image Classifier | Log Parser | Map Routing App | Memory Allocator Demo | Quiz App | VR Gallery
Shri Quilon,Agile | Docker | Go | Swift | TDD,Face Detection Tool | Fitness Tracker | Log Parser | News Aggregator | Scheduling System | Traffic Simulation
Shri Raipur,Agile | Azure | GCP | Pandas | PostgreSQL | PyTorch | Python | Rust | Swift | TensorFlow,Blog CMS | Code Editor Lite | Gesture Recognition | News Aggregator | Quiz App
Shri Ranchi,Agile | Docker | Elasticsearch | Node.js | OpenCV | Rust | Storybook | Terraform | TypeScript,Blockchain Wallet Demo | E-Commerce Site | News Aggregator | Recommendation Engine | Regex Visualizer | Search Engine Mini
Shri Salem,AWS | Flask | Kafka | NumPy | Pandas | Storybook,Image Classifier | Map Routing App | Music Streaming Prototype | Quiz App | Todo API | Traffic Simulation
Shri Surat,GraphQL | NumPy | Python | Redis | TDD,Anomaly Detector | Gesture Recognition | News Aggregator | Stock Price Tracker | Traffic Simulation | Weather Dashboard
Shri Thane,AWS | Bash | Git | Java | Matplotlib | NumPy | PostgreSQL | PyTorch | Rust | TensorFlow,Anomaly Detector | Fitness Tracker | Fraud Detection | VR Gallery | Weather Dashboard
Shri Thiruvananthapuram,AWS | Agile | C | Go | Java | NumPy | PostgreSQL | Redis | Terraform,Forum Platform | IoT Sensor Monitor | Smart Attendance | Social Graph Analyzer
Shri Thrissur,GCP | Git | Go | Matplotlib | Pandas | Rust,Blog CMS | Code Editor Lite | Face Detection Tool | Portfolio Website | Quiz App | Scheduling System
Shri Trichy,C | Django | Flask | Java | Node.js | NumPy | PostgreSQL | Redis | TypeScript,Compiler Tiny | Edge Caching Simulator | Scheduling System | Traffic Simulation | URL Shortener
Shri Udaipur,Bash | Express | GCP | Go | Terraform | scikit-learn,Anomaly Detector | Fraud Detection | Memory Allocator Demo | Search Engine Mini
Shri Varanasi,Docker | Flask | Kubernetes | Python | Socket.IO | Tailwind CSS,Code Editor Lite | Course Planner | Crypto Arbitrage Bot | IoT Sensor Monitor | Job Portal
Shri Vijayawada,C++ | MongoDB | Redis | Swift | Tailwind CSS,Course Planner | File Sharing Service | IoT Sensor Monitor | Map Routing App | Multi-tenant SaaS | Note Taking App | Scheduling System
Shri Visakhapatnam,Bash | FastAPI | Git | Linux | PyTorch | React | Swift,AR Ruler | Blog CMS | Log Parser | Scheduling System | Smart Attendance | VR Gallery
Shri Warangal,AWS | Django | FastAPI | GCP | Java | NumPy | Pandas | Tailwind CSS | Terraform,Compiler Tiny | Fitness Tracker | Forum Platform | Handwriting OCR | Regex Visualizer | Scheduling System | Speech-to-Text
Shri Xavierabad,CI/CD | FastAPI | Matplotlib | Node.js | NumPy | Swift | Terraform,Log Parser | Network Packet Sniffer | Quiz App | VR Gallery
Shri Yamunanagar,AWS | Azure | C++ | RabbitMQ | React | Rust | Tailwind CSS | TypeScript,Blog CMS | Compiler Tiny | Fraud Detection | Gesture Recognition | Image Classifier | IoT Sensor Monitor | Todo API
Shri Zirakpur,Agile | C | Go | Kafka | PyTorch | RabbitMQ | Socket.IO | scikit-learn,Blog CMS | Edge Caching Simulator | Regex Visualizer | Traffic Simulation
Sri Aaravpur,C | FastAPI | GCP | Git | Kafka | Linux | React,AR Ruler | Edge Caching Simulator | Expense Splitter | Map Routing App | Recommendation Engine | Regex Visualizer | Todo API
Sri Amritsar,C | FastAPI | Go | Linux | MongoDB | NumPy | Redis | Swift,Event Ticketing | Expense Splitter | Multi-tenant SaaS | Music Streaming Prototype
Sri Baroda,Agile | Elasticsearch | Go | Linux | Python,Anomaly Detector | Auto-Grader | Memory Allocator Demo | Note Taking App
Sri Belagavi,Agile | Azure | C++ | Kotlin | Linux | PostgreSQL | React | Socket.IO | Tailwind CSS,AR Ruler | Chat App | Compiler Tiny | Course Planner | Crypto Arbitrage Bot | News Aggregator | Scheduling System
Sri Bengaluru,AWS | Azure | Elasticsearch | FastAPI | Matplotlib | Node.js | NumPy | Redis,E-Commerce Site | Expense Splitter | File Sharing Service | Fitness Tracker | Search Engine Mini
Sri Bhopal,Bash | FastAPI | Kafka | Kotlin | Node.js | Pandas | TensorFlow | TypeScript,Course Planner | DB Index Visualizer | E-Commerce Site | Image Classifier | Job Portal | Search Engine Mini | Todo API
Sri Chandipur,AWS | C++ | Docker | GCP | Matplotlib | Socket.IO | TypeScript,Code Editor Lite | E-Commerce Site | Edge Caching Simulator | Fitness Tracker | News Aggregator | Stock Price Tracker
Sri Chennai,CI/CD | Elasticsearch | Flask | Go | Kotlin | Linux | Redis | TensorFlow,DB Index Visualizer | Face Detection Tool | Memory Allocator Demo | VR Gallery
Sri Coimbatore,AWS | Agile | C++ | Docker | GCP | GraphQL | MongoDB | RabbitMQ | TypeScript,Chat App | Image Classifier | Scheduling System | Traffic Simulation
Sri Dehradun,AWS | C | GCP | MongoDB | Pandas | PyTorch | Python | Socket.IO,File Sharing Service | Fitness Tracker | Forum Platform | Fraud Detection | Handwriting OCR | Job Portal | Multi-tenant SaaS
Sri Ernakulam,Docker | Kotlin | Node.js | NumPy | scikit-learn,Anomaly Detector | File Sharing Service | Note Taking App | Recommendation Engine | Scheduling System | Traffic Simulation
Sri Faridabad,Azure | MongoDB | NumPy | Socket.IO | Swift,Blockchain Wallet Demo | Crypto Arbitrage Bot | Expense Splitter | Face Detection Tool | Regex Visualizer | Weather Dashboard
Sri Gurugram,Agile | C++ | Docker | Node.js | NumPy | Socket.IO,Blockchain Wallet Demo | Face Detection Tool | Image Classifier | Multi-tenant SaaS | Network Packet Sniffer | Speech-to-Text
Sri Guwahati,Linux | MongoDB | PyTorch | React | Swift | Tailwind CSS,E-Commerce Site | News Aggregator | Quiz App | Recommendation Engine | Search Engine Mini
Sri Gwalior,Azure | Node.js | PyTorch | Python | Redis | Tailwind CSS | Terraform,Gesture Recognition | Image Classifier | Memory Allocator Demo | Quiz App | Recommendation Engine | Regex Visualizer | Scheduling System
Sri Hubballi,Agile | Flask | Kotlin | Pandas | Socket.IO | TensorFlow,Chat App | File Sharing Service | Gesture Recognition | Recommendation Engine
Sri Hyderabad,AWS | Azure | Bash | Node.js | NumPy,AR Ruler | Chat App | Course Planner | Edge Caching Simulator | Face Detection Tool | Handwriting OCR | Note Taking App
Sri Indore,C | Flask | Go | NumPy | OpenCV | Pandas | Socket.IO | Terraform,Blockchain Wallet Demo | Blog CMS | Chat App | Compiler Tiny | Expense Splitter | Handwriting OCR | Smart Attendance
Sri Jabalpur,Agile | Azure | Bash | Docker | GCP | Kubernetes | NumPy | PyTorch | Storybook,Anomaly Detector | Code Editor Lite | Job Portal | Music Streaming Prototype | Social Graph Analyzer
Sri Jaipur,Kotlin | Linux | OpenCV | Pandas | Swift,AR Ruler | Anomaly Detector | Chat App | Compiler Tiny | Job Portal | Note Taking App | Weather Dashboard
Sri Jodhpur,AWS | Azure | PostgreSQL | Storybook | Swift | Tailwind CSS | Terraform,E-Commerce Site | Expense Splitter | Forum Platform | Image Classifier
Sri Kochi,Django | Kubernetes | OpenCV | PostgreSQL | Python | Tailwind CSS | Terraform | scikit-learn,Anomaly Detector | Edge Caching Simulator | File Sharing Service | Multi-tenant SaaS | Network Packet Sniffer | News Aggregator | VR Gallery
Sri Kolkata,C++ | Docker | Elasticsearch | GCP | Kubernetes | Matplotlib | Pandas | PostgreSQL | React | Terraform,IoT Sensor Monitor | Memory Allocator Demo | Search Engine Mini | Smart Attendance | Todo API | Traffic Simulation | URL Shortener
Sri Kozhikode,Azure | C | Elasticsearch | Express | Kafka | OpenCV | PostgreSQL | React | Rust | TypeScript,Edge Caching Simulator | Face Detection Tool | Memory Allocator Demo | Music Streaming Prototype | Portfolio Website | VR Gallery
Sri Lucknow,Kotlin | OpenCV | React | TDD | scikit-learn,Anomaly Detector | Expense Splitter | Memory Allocator Demo | News Aggregator | Quiz App | Search Engine Mini
Sri Madurai,Agile | Azure | C | Kotlin | PyTorch | React | Socket.IO | Storybook | Terraform | scikit-learn,Forum Platform | Network Packet Sniffer | Portfolio Website | Quiz App | Spam Filter | Todo API
Sri Mumbai,GCP | Git | Kotlin | Socket.IO | Storybook,Code Editor Lite | Compiler Tiny | Event Ticketing | Handwriting OCR | Log Parser | Map Routing App | Music Streaming Prototype
Sri Mysuru,Azure | Docker | Git | NumPy | PostgreSQL | RabbitMQ,Code Editor Lite | Job Portal | Spam Filter | Weather Dashboard
Sri Nagpur,Bash | CI/CD | NumPy | PyTorch | TensorFlow,Auto-Grader | Expense Splitter | Face Detection Tool | Fitness Tracker | Handwriting OCR | IoT Sensor Monitor | Traffic Simulation
Sri Noida,FastAPI | GCP | Git | Go | Java | Kotlin | Pandas | TDD | Tailwind CSS | Terraform,Gesture Recognition | Job Portal | Map Routing App | Recommendation Engine | Regex Visualizer | URL Shortener
Sri Ongole,Azure | C | FastAPI | Node.js | Python,AR Ruler | Blockchain Wallet Demo | Regex Visualizer | VR Gallery
Sri Patna,AWS | Bash | Django | FastAPI | GCP | Kotlin | Linux | OpenCV | Python,Auto-Grader | Forum Platform | Handwriting OCR | Log Parser | Memory Allocator Demo | Speech-to-Text
Sri Pune,C | C++ | Docker | Flask | GCP | PyTorch,AR Ruler | Event Ticketing | Job Portal | Memory Allocator Demo | Sentiment Analyzer | Smart Attendance
Sri Quilon,Go | Kafka | PostgreSQL | Swift | TensorFlow | TypeScript,Event Ticketing | Job Portal | Memory Allocator Demo | Speech-to-Text
Sri Raipur,AWS | Elasticsearch | Flask | Git | Go | Kafka | Node.js | OpenCV | React | Terraform,Expense Splitter | Forum Platform | Music Streaming Prototype | Social Graph Analyzer
Sri Ranchi,Git | Kafka | Kotlin | Kubernetes | OpenCV | Pandas | PostgreSQL | Python | Tailwind CSS | Terraform,Chat App | Crypto Arbitrage Bot | E-Commerce Site | Expense Splitter | File Sharing Service | IoT Sensor Monitor
Sri Salem,Django | Elasticsearch | Express | Flask | Go,Compiler Tiny | Course Planner | File Sharing Service | Quiz App | Smart Attendance
Sri Surat,Docker | Git | NumPy | OpenCV | Storybook,Code Editor Lite | Fraud Detection | Handwriting OCR | Network Packet Sniffer | Search Engine Mini | Social Graph Analyzer
Sri Thane,Agile | Docker | Linux | Matplotlib | NumPy | RabbitMQ | Socket.IO | Swift | scikit-learn,Course Planner | Crypto Arbitrage Bot | Log Parser | Portfolio Website | Scheduling System | Todo API
Sri Thiruvananthapuram,Linux | Matplotlib | Node.js | OpenCV | Pandas | PyTorch,Auto-Grader | Job Portal | Smart Attendance | Stock Price Tracker | VR Gallery
Sri Thrissur,Express | FastAPI | Java | React | Socket.IO | Swift | scikit-learn,Edge Caching Simulator | Event Ticketing | Fraud Detection | Quiz App | Recommendation Engine | Todo API | URL Shortener
Sri Trichy,C++ | CI/CD | Matplotlib | RabbitMQ | Terraform,Blog CMS | Crypto Arbitrage Bot | Music Streaming Prototype | VR Gallery
Sri Udaipur,Django | Docker | GCP | Matplotlib | MongoDB | PyTorch | Rust | Tailwind CSS,E-Commerce Site | Log Parser | Memory Allocator Demo | Regex Visualizer | Stock Price Tracker
Sri Varanasi,FastAPI | GCP | Kafka | MongoDB | PostgreSQL | PyTorch | Rust,Chat App | Crypto Arbitrage Bot | Handwriting OCR | Portfolio Website | Recommendation Engine | Traffic Simulation
Sri Vijayawada,Django | Elasticsearch | Express | Kotlin | Linux | MongoDB | PyTorch | TypeScript,Anomaly Detector | Crypto Arbitrage Bot | Expense Splitter | Face Detection Tool | Traffic Simulation | Weather Dashboard
Sri Visakhapatnam,C | Express | Flask | GCP | GraphQL | Linux | Node.js | RabbitMQ | React,AR Ruler | Code Editor Lite | Image Classifier | Job Portal | Quiz App | Todo API | Weather Dashboard
Sri Warangal,AWS | Bash | Git | Java | Kafka | MongoDB,Code Editor Lite | Expense Splitter | Image Classifier | Quiz App
Sri Xavierabad,C | Go | Linux | Matplotlib | MongoDB | RabbitMQ | Redis | TensorFlow | TypeScript,Edge Caching Simulator | Expense Splitter | Handwriting OCR | Map Routing App | Memory Allocator Demo | Portfolio Website | Search Engine Mini
Sri Yamunanagar,Agile | Express | FastAPI | Java | Kubernetes | Pandas | PostgreSQL | Storybook | scikit-learn,Blockchain Wallet Demo | Chat App | DB Index Visualizer | Fitness Tracker | Music Streaming Prototype | News Aggregator
Sri Zirakpur,Azure | NumPy | Pandas | Rust | Socket.IO | TDD,E-Commerce Site | Fraud Detection | Image Classifier | IoT Sensor Monitor | Smart Attendance
State University of Aaravpur,CI/CD | Git | Kotlin | Rust | Terraform,Blockchain Wallet Demo | IoT Sensor Monitor | News Aggregator | Portfolio Website | Recommendation Engine
State University of Amritsar,C++ | GCP | Git | Kafka | Matplotlib | Node.js | Rust | Storybook | scikit-learn,Anomaly Detector | Expense Splitter | Gesture Recognition | IoT Sensor Monitor | Map Routing App
State University of Baroda,C++ | Django | Git | Linux | NumPy | Pandas | RabbitMQ,Blog CMS | Edge Caching Simulator | File Sharing Service | Memory Allocator Demo | Multi-tenant SaaS | Portfolio Website | Stock Price Tracker
State University of Belagavi,Django | Docker | Matplotlib | NumPy | Pandas | TensorFlow,Code Editor Lite | Handwriting OCR | Network Packet Sniffer | Portfolio Website
State University of Bengaluru,AWS | Agile | Flask | Kafka | Node.js | TensorFlow,Compiler Tiny | Expense Splitter | Handwriting OCR | Image Classifier | Memory Allocator Demo | Quiz App | Social Graph Analyzer
